created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Sat Nov 11 23:00:01 +0000 2023;1723475697132581150;"Yok 4 provider yang gacor hari ini dengan 3 game yang sangat memukau untuk mendapatkan jackpot serta maxwins di 3mbola. Coba sekarang gamenya dan rasakan sensasi maxwinsnya ^^  #3mbola #gamegacor #slotgacor #rtpslot #rtpslotgacor #rtp3mbola #situsdeposit10k https://t.co/xOMNyWnw1x";0;0;0;0;in;1542782125937917952;1723475697132581150;3mbolaofficial;https://twitter.com/3mbolaofficial/status/1723475697132581150
Sat Nov 11 23:00:01 +0000 2023;1723475695840686580;"Judol dan Tipu-tipu Bikin Turis China Takut ke Thailand, Orang RI Juga Jadi Korban  Judi online telah mencoreng Thailand di mata turis China. Terbaru, sepasang pengantin dari Indonesia juga menjadi korbannya! 😔 #terpopuler  #detiktravel   https://t.co/nv7NrJ4SWv";0;0;1;6;in;69183155;1723475695840686580;detikcom;https://twitter.com/detikcom/status/1723475695840686580
Sat Nov 11 22:30:36 +0000 2023;1723468292843876471;"Prediksi #togelonline hari ini di #oyen4d @OYEN4D @OYEN4D_OFFICIAL #togelonlineterpercaya #slotonline #prediksisingapore #prediksimacau #prediksihk #slotonline #slotgacorhariini #slotgacorindonesia https://t.co/wgkoZG6S22";0;0;0;0;in;1659323339993919488;1723468292843876471;OYEN4D;https://twitter.com/OYEN4D/status/1723468292843876471
Sat Nov 11 22:30:20 +0000 2023;1723468227278422392;"Prediksi #togelonline hari ini di #oyen4d @OYEN4D @OYEN4D_OFFICIAL #togelonlineterpercaya #slotonline #prediksisingapore #prediksimacau #prediksihk #slotonline #slotgacorhariini #slotgacorindonesia https://t.co/LSH13thkL0";0;0;0;0;in;1659323339993919488;1723468227278422392;OYEN4D;https://twitter.com/OYEN4D/status/1723468227278422392
Sat Nov 11 22:21:00 +0000 2023;1723465879634239761;"@detikinet Aplikasi game dan judi online kapan di hapus nih";0;0;0;0;in;224563233;1722590543002124613;basukane;https://twitter.com/basukane/status/1723465879634239761
Sat Nov 11 22:12:52 +0000 2023;1723463830095958502;"Suruh urus judi online aja gak becus .... Jangan² udah kecipratan dari Bandar";0;0;0;0;in;1048944719663751170;1723463830095958502;Ghee_Thok;https://twitter.com/Ghee_Thok/status/1723463830095958502
Sat Nov 11 21:46:48 +0000 2023;1723457269558628782;"Selalu hadir kemenangan setiap harinya  #birutoto #slotbirutoto #buktijpbirutoto #buktijp #gampangmenang #slotterpercaya https://t.co/VcuPlCHsLB";0;0;0;0;in;1633237529368612865;1723457269558628782;birutoto_online;https://twitter.com/birutoto_online/status/1723457269558628782
Sat Nov 11 21:17:05 +0000 2023;1723449794600005832;"Bocoran rtp slot gacor hari ini #oyen4d #polagacorhariini #rtpgacor #togelonline #slotonline https://t.co/MdfCbf5yIw";0;0;0;0;in;1659323339993919488;1723449794600005832;OYEN4D;https://twitter.com/OYEN4D/status/1723449794600005832
Sat Nov 11 19:55:06 +0000 2023;1723429163401617729;"@estehhhangat27 Vidmate mbak 🤔 Facebook akeh Mbah..?? PT liga dewibola999 ilegal tapi Yo ngono sponsor judi online??";0;1;0;0;in;1709828910454898688;1723375244205805704;salimfadh3605;https://twitter.com/salimfadh3605/status/1723429163401617729
Sat Nov 11 18:54:53 +0000 2023;1723414006617268536;"Malam Bosku ^^  Jangan Lupa Untuk Menyaksikan Livedraw Canadiapools Setiap Hari  Tidak Lupa Untuk Like dan Subscribe Ya Bosku ^^  Ikuti Juga Event Tebak Angka 8D Canadiapools dengan Hadiah Yang Tidak Kalah Menarik  Link Livedraw : https://t.co/skQ6WyI0J8 Salam JP Bosku ^^ https://t.co/8wAAlofcrT";0;0;0;0;in;1497455779456385030;1723414006617268536;AROMATOTO6;https://twitter.com/AROMATOTO6/status/1723414006617268536
Sat Nov 11 18:47:54 +0000 2023;1723412248075579890;"Situs Judi Online Slot Gacor Terpercaya 2023 Atlasbet88 🔥 Gak JP modal kembali 100%  #slotgacor #slotonline #atlasbet88 https://t.co/gLrzIT0exF";0;0;0;1;in;1585566777957703680;1723412248075579890;Atlasbet88;https://twitter.com/Atlasbet88/status/1723412248075579890
Sat Nov 11 18:44:15 +0000 2023;1723411331754398047;"Jangan lupa claim lucky spin mu setiap hari di 3mbola. Jika terlewat maka akan hangus ya bossku, oleh karena itu jangan sampai terlewatkan ya bossku ^^  #3mbola #luckyspin #bonusspin #situsdeposit10k #bonussetiaphari #tukarto https://t.co/XBq40u1bkT";0;0;0;0;in;1542782125937917952;1723411331754398047;3mbolaofficial;https://twitter.com/3mbolaofficial/status/1723411331754398047
Sat Nov 11 18:01:30 +0000 2023;1723400575012982894;"Indoslot Slot Online Terpercaya, Bandar Judi Bola, Situs Casino Online https://t.co/zIBy0vtTMC";0;0;0;0;in;2528780004;1723400575012982894;NiikitaMirzani;https://twitter.com/NiikitaMirzani/status/1723400575012982894
Sat Nov 11 17:47:17 +0000 2023;1723396993358459081;"Indoslot Situs Judi RTP Slot Online Terbaru, Slot88 &amp  Slot Gacor 2023 https://t.co/BmgUTAyQn7";0;0;0;0;in;2528780004;1723396993358459081;NiikitaMirzani;https://twitter.com/NiikitaMirzani/status/1723396993358459081
Sat Nov 11 17:13:45 +0000 2023;1723388557375713364;"Prediksi Bola Mix Parlay Jitu Malam Ini - 12 s/d 13 November 2023  Link Join: https://t.co/xgy3oll2Cv WhatsApp : +855964351424 Telergram : @CS_HANABET Facebook : Hanabet Online Instagram : @official.hanabet  #judibolaonline #prediksibolahariini #hanabet #prediksibola #mixparlay https://t.co/lY1xLJoAcM";0;0;0;0;in;2294209868;1723388557375713364;officialhanabet;https://twitter.com/officialhanabet/status/1723388557375713364
Sat Nov 11 17:02:42 +0000 2023;1723385773859467419;"Mari segera  daftarkan diri anda di situs pantau4d, situs judi online 24 jam terbesar dan terpercaya Selamat Datang di Pantau4D #pantau4d #togel #togelterpercaya #togelterbaik #jackpotselalu #rtpslot #prediksitogel #prediksitogelhariini #slotkoigates #eventslot #freespin #buyspin https://t.co/wfwjzfx3XF";0;0;0;0;in;1600412801192771584;1723385773859467419;pantau4d;https://twitter.com/pantau4d/status/1723385773859467419
Sat Nov 11 16:44:19 +0000 2023;1723381150146613376;"Bapak pilih mana? Hasil riset say menunjukkan say harus membuat situs Judi online?apakah bapak mau saya buat situs Judi online di Indo atau di eropa sehingga 10% GDP EVROPA jadi GDP Indo? Pilihan yang sangat jelas bukan?";0;0;2;2;in;1310903122533834754;1723381150146613376;mltwrldmaniflds;https://twitter.com/mltwrldmaniflds/status/1723381150146613376
Sat Nov 11 16:40:08 +0000 2023;1723380095409127501;"Indoslot Situs Judi Slot Gacor &amp  Situs Judi Online Terbaik No 1 https://t.co/YTv6gaAw9r";0;0;0;0;in;2528780004;1723380095409127501;NiikitaMirzani;https://twitter.com/NiikitaMirzani/status/1723380095409127501
